address	serial	pubkey	sku	denomination	batch	coin_batch_number	created_at	status	pubkey_2fa	txid
138E44xQQX2SAUba1RZTNzqAWL9xEAVLK5	L3084	043901ef7c6f1f83a70242c44ffeb3b18d504451e2226c158cb8b0a058bd1bbd992fbfa27fc921a17aaea348c8ff40e9ef0ae0677279521749dbe7f51ef367e3a5	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		874773f459fc0999d91a2af51088a0bb79b8b174b3cfa317ba864eb9ca5ac361
1FfQaKuqLZsatJYvoSe2uxDSYTnQ4MXCMw	L3085	04b8d1fe28770f9b4d3a9d425fcb808f8b699f0aca01123bd6c62d1205cff4a6a6dd1f6922b28fff63eb890660837fbd87dfdea6b44bebc8e64dc4df9bb21552f2	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
1Ck2fTVo464CGdYQiiaxeDc6R3x27RbeWa	L3086	043747a047dc395f6e579874e8ae3a96dd95548e67db6506df1a144daab8f49bb34b5eff8dfd854368db8be04fc8df311fba06596f50beed84bde2b0e3fef0074b	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		111729aa3827fcc68552b6c39a343862190a4f321393855ed3b87e79752c3a3c
1DCbynWbFKMayMBAoQYYvyNsZm44DDD8Ty	L3087	04c04e758d40914d830113dc335b97a0519ab347b560636f707c86044cfa87207a3387c27f8750912928e6a3d3ddb1a8479087749def20c450a3e01272e60c90a8	F0119	0.25	2015-12-08-1		2015-12-11 11:40:10	complete		874773f459fc0999d91a2af51088a0bb79b8b174b3cfa317ba864eb9ca5ac361
1DX9wPhLZsbdtRtF15XuGBRhnmRJupCrKK	L3088	04301947d9b4327db352ad3ab1819dcc93c1a4ca418690a476d90967c0fa2ab294617d7c13bb1a3a66d047249258733c0b60cdf67accb1b7a07100d61bfa2634b5	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		192d288b76f29e71b44ce33fc812796ed26f5132b9ed60bba168db60643a0d54
1LgFFdzjvK7vMzsPASMBHCpn5XQ2m6Lfnx	L3089	048ad78849b7898f877ce19c699eadb6b35874b38152d2de6326c1491d428acd9aa0e8bd0ea4d42e2516ac1b3e3064b33bf0feefda949ded5513d378ce207efb22	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		a961a47b6437d890e8469c500f45923257a2a6f996490ddad428c9d2fcf0b930
1JBbZPin3GGdeFdB9pV2o5ej9zKuRZWnT4	L3090	04905f16fefa8bcf59833915a381aafaf189f0235676fdd635b8f72b8b7f5dac7e371e7884d83a23d8f25d279a4d9b490b74b4d3927d84ced4e9ca48ca968fcf82	F0119	1.0	2015-12-08-1		2015-12-11 11:40:10	complete		111729aa3827fcc68552b6c39a343862190a4f321393855ed3b87e79752c3a3c
1ATaxAEZvsbGJ6CDYSeWFA7jCCu4u54opk	L3091	046bad3a933c0c0b28121e8420c2ddc874c63a4e1bf26deafc730e369cd5b33f9d067c9e7bfe74224af61ba6aee5b1eab0365c94986e72169c2b6449ef91f068b3	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		4b317c1ca039d326510e9f9a9ad9bb6f1f6d3f7f5a7df36251716e5d50cc43c5
1ADWhzLwusAQsaxZBDX2wp6Ld6nnEf9oP1	L3092	04acf06d29f32536dd14cd17c67b81426bdb0d396a8e552f0fc0ed98e5447d0e40cf60b520250f006b51bb58f44feba938728a460c4e534d6c8af2808e626f8199	F0119	0.2	2015-12-08-1		2015-12-11 11:40:10	complete		4b317c1ca039d326510e9f9a9ad9bb6f1f6d3f7f5a7df36251716e5d50cc43c5
1167NeMtVkfxjkWZjXCvyVPZ6GkxgBngx6	L3093	0455c1f711f59bae72ef75156a43315d16b386ce2ba241da1a158495361d3fa96e51b154b2bcc09b5bd604d6b3a8f8c28a221d5805cda8a4ea3358789e52dfd5b9	F0119	1.0	2015-12-08-1		2015-12-11 11:40:10	complete		111729aa3827fcc68552b6c39a343862190a4f321393855ed3b87e79752c3a3c
17FjuURan8JHXSAUWKoKZyqEaexrxfF6gp	L3094	04ab91365dcf787765efb86a7fbefc5de639e804b62b730e7cdc8c6cf7f4ea73656da3251e9ef2fdaa9a3fef8e4635254096201c508aaa186cd7a1ee889d329b2d	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
1FYbYtkfTGSkD8Aq2ewNPjQvqvjUAPzhKT	L3095	0492f6513b9cec8a4a7ee241a51655cd6054ea2ebb694cc9dc198817bd4863a43dbc44ca96d0882a4dab6a17ab709bd26469206aedee011f888f0d254dbca1aaeb	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
1GJ7N5hsJn4ByEL78m4hoxhZ971c66xYe2	L3096	04f10cdc80a7c3fec092f8f2e21d7c652c664bbf0a9de01bdf16aa55dd5557a8e6da3d12c0d59ec0d3fb363768192aa884a347bdf3a9e16a1dc0347fad0e273acf	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
16mhvCpjCMXGMu7SqT6Y937p7cowBCaCjm	L3097	04b82347b6012a151b4f1493a7ef990bc19b78ba0b5faa907276c22f89bd94eccd755e55bb6a913d03e59997b7188118d5cecd3b2799f2825056984422fd822c6b	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
13Ki8JSLSkDuhKYfdZDey3rExpAem57cSp	L3098	04f56056e87a6cc9fc3fefc28429cf6943d4fe7652824885022f866bdff408d16103ac0c28ebf8b5364d3b0be8c8b18bae95d39a5f782c2177c286a79fd09fd561	F0119	0.15	2015-12-08-1		2015-12-11 11:40:10	complete		192d288b76f29e71b44ce33fc812796ed26f5132b9ed60bba168db60643a0d54
15jqgheDqwXDhsSmzUsAQYFnQXfknBgP4w	L3099	040cc33038b4409e9cf2a7ec6ccb1464561881c08f45cdccb6e6854c1092fe3d6885c3e117190ab3012a3b377d4c7d90bf635b2953f92a24f3e91c7f62b32c694d	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
12pH62yhaAAXaSPpBgv4ngyUS16BPiwxMF	L3100	04503e29016902c447681db495b4706b5d0778fb2184b3c705256ff82d839a0164ac71f7841aef63503fae5975d40eae2f9c65a129eea27dc9867ec212cbfb57a6	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		7f8b780a30d0fd7e9be3da0182d3c6e1d124a50c17f9d4dcc9e9eaf27fb71c15
1KuPmhiRpzwyokargb7n3yxixHZs5BjAXg	L3101	04f7c83c91eaf0a45b698df0e016f6622e148bce15180baad46f0d6ee5c43f689e706c29c7179c810d49b84e6c9bf0f430ed7469e38d497e46afa424656cf0a724	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		44b358fdad89cddd9fdeda57c311bf31fa2c7ac0e3dbac4d41b55aec1567c598
1D5iBQ1Si9wxCtsj3rsmDRAQHW65uMGs4u	L3102	048d446505da03ac80170fdd1b5cdde11451f289726175b9e950276dff6e021eb7d8c10565bfc8d4a0ad4c0788f8a40c037dca67853b0c88fdae8c1034440f74c8	F0119		2015-12-08-1		2015-12-11 11:40:10	failed		
1AqU8KVDhEhKrdsGtT8camR9vxeyUn1UAG	L3103	04f386b81a0db53e6e4695ef78ef53ad7db42bcc2dabfab8b80feb47cda8ff8e3aebd8b00b9df14dcd47b3e43cff6970b6850d7a70cc7d70a66059e4603560aa4a	F0119		2015-12-08-1		2015-12-11 11:40:10	failed		
1PhFGfpicZfdvp2VKbN6JRfVzqc9YAR6Hx	L3104	045ae8229842838ec98d44f441d7bb1117b932a73c29dc09046efb7de01b69bc8ba4ee298b8e5d5b0518ddcf3f37c494cf170e57dbb3e5faac29c01d65f1065b9e	F0119		2015-12-08-1		2015-12-11 11:40:10	failed		
1DERppH5K4H3aZosmdwUn23QfhBkamf9iZ	L3105	049cb4fa2a366e8740df847dd4fb587a1a80f2031fd553068ea90b70ebccd95e1bc59be7a0b431b96e2f1c5f5930e995af74701a0daf1f74a0a3df38333cf0a4fe	F0119		2015-12-08-1		2015-12-11 11:40:10	failed		
12pTM3u8ParaZmEeUSYkt3pkKhS5joaLh2	L3106	04c2682e14a2809a9ca99b5ece0964af02376d519acc7ef5a761764887818f6d8fdd43569c39ce7a4e526226f0c028b309c6ad277f40975cbae28a0bbd063c5ceb	F0119	0.25	2015-12-08-1		2015-12-11 11:40:10	complete		874773f459fc0999d91a2af51088a0bb79b8b174b3cfa317ba864eb9ca5ac361
1LppLxXP6aCGUB6EohskrgcCGhBz1Y4CNS	L3107	046c8ac3a73380c82e217bafd0be313d4f5edd0a0cb0ac9b1e5b84b200ca304ffc0267a6bf8c9e8725cae8e2f12b38f73d7d78e2c0cecd6cf6895222dcde81ada8	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		5f4726fd6b3ffe6ffc51fdf2f9f3acee8bf28cffb1f72b255547390e12fd1180
18nRDSti8NrY5ro6qNpeBpe69nicnCfStF	L3108	04a240a5cc60beec5f5399406fcd800c9108cdb49ccb9355fd907d3cf0945affdc5da701c57b6ad3a838f6597e1221b5847c81677006185cef44e5085c3e3d3049	F0119		2015-12-08-1		2015-12-11 11:40:10	new		
1KAq3Z7gh9xYSDqcsJ2Yxu8W1CmDVtSmj8	L3109	045da279cf85789170be82c129f75bb9b6656ec724a9405f61a6592b45015591da2d0810fc61c5b7f8dcb4782afaae510ab00b2c691f555ea00fa2f917d2c41603	F0119	0.05	2015-12-08-1		2015-12-11 11:40:10	complete		b142e44aa7c03c757abac0d1b8beb246ca46a79b3cffa758550ac6787ed6b7f2
1Bi43neeLM23VT4uhamvLARREVgEk36htD	L3110	0442dde2003d1b30239ac234aa941e6c444e4d28243a4ed855943e31ad45f600f8e309a26579a844130965aebfcdd75f42e7b9630e1406bbd9772b360a276ed92d	F0119	0.25	2015-12-08-1		2015-12-11 11:40:10	complete		9a13f854333ed66d7bef5d14e3ae46787d4653f67c71cdc02e43c0fef7e2f24a
1J9JkfPAVSsRzKpN5XHnYRcbPjBYarisQX	L3111	042d6a6291a623d76651ce5cc24e699a4a11b1c7ac84b9fb8ba13d46e58e7d8a8e2c6297a101577683fe390b9b6be43d083264b9bcd6296384110fd764878231a6	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		f6a143a3e0da0c28f33e745e5b4c17b2165e7b711692f936342a6229501cbcd8
15fvA8E2YrSbdHL6TktyY9atUQJcQXXN3g	L3112	043bc70ca65cbf03008c8244ccfdb6130016d4bbff3ab8ccc023d51e53267a29a9dd0d64ffa50336ce8fde565a97d94af045eb38281bcbbb269e1d290ebb965d2d	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		9a13f854333ed66d7bef5d14e3ae46787d4653f67c71cdc02e43c0fef7e2f24a
1JvKrAu595h8REGxob5Pn2J6TzmN81vAec	L3113	0499aa5d5a03d2cf59e0954e67b8014a353a35033c6342cab35fc19e166588d15ccd48327de13f58fde1ceb5f5d40f2e7d6563326af6d8cbf7e36e1a28ecf40fd8	F0119		2015-12-08-1		2015-12-11 11:40:10	new		
13cdY9zjjUEDKNXNycspjsdYgiy83nB4f9	L3114	04c7a0d313d62fd1347127e9cd43412dfb2a5fd51c1138fe93e5bb689bf78a3b9eaed9987ab73eaedc0810a6167ddaeb8189930e99abc198b636b4043a9f6dcb82	F0119		2015-12-08-1		2015-12-11 11:40:10	new		
14QQzUiGZvMUpYvWE2nTbfHTEGVLB8DrtW	L3115	048ca241f4a061647aee84b27ae942e848381c2cb60576a8e71888a7e3ee09acf67e706bf0c7533a3113de185ca42de35dc56b043b542d23d0754fbdb654ce6810	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		44b358fdad89cddd9fdeda57c311bf31fa2c7ac0e3dbac4d41b55aec1567c598
12DLp3o66QFmRPNaeQrxSzhE3Q7Nh3F9a7	L3116	04c5efa2f7592fe4d7fc83ec60f8fda220759dfe6f1876db4c25c04528107651bf42aadb4e85fbcf6a45b0a7246b6c2f9ee04dc6baf85aed163d29699c0a81d2f2	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		44b358fdad89cddd9fdeda57c311bf31fa2c7ac0e3dbac4d41b55aec1567c598
1JZQ8qqdo7D7ENX2UNjdwMBvcTa1KM82n6	L3117	04505941f8d4d68e7916916569a139674db6f1446197aff15a3f9cbbcc1999ae41f5368af31a863180d79c0e9f6da36bf2de3151072439c633aeb7280fc0e0d797	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		7d9e6cbe169e2e179aa20da6bb0ec903c92258304618bad13a8dd69d05dffd16
1L4yKSia4y82o7QQsbzAczsNggSNhw5FqB	L3118	04c47524f790c63bfe93f494123c7a7609b6c2d49df828926b20a795e10ef81591ca755760c89925e7cffe5bd835f5d53a22d9c64bc71556ed329d7b65f068af1f	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		7f8b780a30d0fd7e9be3da0182d3c6e1d124a50c17f9d4dcc9e9eaf27fb71c15
1CfCqjEteghkddWviwoBbykt2oy7mi4y6Q	L3119	049ab01123838144a534118c0c91afdc7594db9fd42b858c3c5d6c97ab8e55677972467f1c5f304065c5c75471427bf8203b1d48d8e1724724903ec13f235e034b	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
1H5xwG7rhK4q4azEuXGKKUFurDH8yThhCA	L3120	04197a38290d354c0aa62132068157da54513699ae509c762b33ef5707094efdfdad3a9e9cdd66d8b1ab81005d3edd484ea7d689f4c041c362ced23637d0dd7617	F0119		2015-12-08-1		2015-12-11 11:40:10	new		
1KTeMdGMb8qGuRducwtaiCJkxjdhrXRKTx	L3121	0400c5aa685f9d06daccfc3694aeaa40e114103f3c49ecb679fd0b75333960308cdb30c728dee56120a4234309d55a8b66f4e39121b72c75e7b6c181bd56c11b5f	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		44b358fdad89cddd9fdeda57c311bf31fa2c7ac0e3dbac4d41b55aec1567c598
17uudieUYdc7UtXmWKXkHwa5XGY1Va6gna	L3122	044bf150890de65952d9de74d5e26284e7bf469623b682af509420ead2a5919bc8006f1d73b51e70b24e21db7b3781b03d8ca5b8614f91ffaf619aa2c065066a3b	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
1LbeM4nqWukQkghKfWquGjivCEbTZ1omGW	L3123	04cf28935b11c65964148ea57c7a168211d465e3a8c24e606632a9010f7941251261a70cca1f8893d750103483453ab3a4f83fd92450e271bf92351e3ac75d924c	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		44b358fdad89cddd9fdeda57c311bf31fa2c7ac0e3dbac4d41b55aec1567c598
1AzfiHVaB2GvPVCmm6GPFQ4F5mipAxsyC5	L3124	049bf4d1f8b8490280a8c377e9d4ad5c15b1a1b732383fc992cb2368c5ae296f394e73e58cb2fe87b2ade45ab45f39287909c4e583ebce2ded195c3e8914ff218c	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		a961a47b6437d890e8469c500f45923257a2a6f996490ddad428c9d2fcf0b930
1EHuKX4LuyqdmhNSXg7qzD4WAudstCGHVc	L3125	04864a55b26973c4a11f8f0c96b2095d735482b603cc5cb5feb1418890515102dc7892938eb48d72f2fb7b11183730bebcbc5a3e05dc6e071c80e2d478b4a836db	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		9a13f854333ed66d7bef5d14e3ae46787d4653f67c71cdc02e43c0fef7e2f24a
1F1AfNXU9mxSCPThDLs7mDMFscJk24X8H6	L3126	0406edb3080c0e77d9578a2f7fc329307fc61828c3691a92de5fcd2e0a810c436a0b15b3a53c71be3e15d77fe28d7bd1b2615dcbea349829db591183ddbc00896c	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
14gj4n4hDCAEBAz2SWMZA2Mn8MtukDxg7Y	L3127	044d4b257af979b2d11a2a135ddadb7d171ca2bad810df189dd47eca548571733c14c6c6361c771a92905d16ce3bb83ccf1c5906ec54e31236d2152ba258627179	F0119	0.05	2015-12-08-1		2015-12-11 11:40:10	complete		b142e44aa7c03c757abac0d1b8beb246ca46a79b3cffa758550ac6787ed6b7f2
1DTJeztacrtWpBcFTGbT3wx5fTjHfqRJMm	L3128	0494b8a8867f3bef773a577f2c5e56bad0893286215b1481e88c9073e048e066bd6d2482573514ee56ea5571b42480cb25e0bb6f34d05bd85de81cb6aef7cfb2c7	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
1M3Jw5qYyLZuXe2AkJz5SBfDu91YN2XxjP	L3129	046bcf082330d41c2dd9846bd51d05c8d89cc6b268f9b1162c3a80d1742e44ab32fda5987022b664b58019ef31afc5492adbb77b1d76c76a357131f3131ce9a3ac	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		0a1ff76726996a45c4e43b40da6bae42d967df7512f7b3ad00fbe46552990282
12G2zJun8sLgi5LnowdkXKjtMATBWwD9fD	L3130	045d405b70e89e55de17ea880869b6cb819580f90c28b8e2d641ea800651601513b4d799f9dfa73c43098f0bbc43acc1184a24463126cf882ffa843d699c667b85	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		a961a47b6437d890e8469c500f45923257a2a6f996490ddad428c9d2fcf0b930
1AoprcrnLxM98dwjZ6sbM1zkm7Y9dCBfSd	L3131	043ff284f585040a668eab84591fe10ac30a8b93ce84a2c62c690a514759da94248d4cbf92874e51ea1891474ebacb7e34699dc48f106aaf7646d191f89b187e7d	F0119	0.25	2015-12-08-1		2015-12-11 11:40:10	complete		874773f459fc0999d91a2af51088a0bb79b8b174b3cfa317ba864eb9ca5ac361
1N3cgSAjM2jCPqmkFxuafrMfHs65aiPW2f	L3132	043dda535799f3a344c2639d50cb5f269212b8ed389ad47aaeab371ff4c5f6dd1596db5b0c56f3ba000ea15eb8b7c3f5b8a3e52e91b0deedfea16119ffd803ebba	F0119	0.03	2015-12-08-1		2015-12-11 11:40:10	complete		71e38c5fe3c44855cc0708d98c690ed5874abce317b0b4a951ae9e83acb8e15c
1F4WTrs3ovSb45qo3amNDg6g9b3jnKdHxy	L3133	04cd2444e095a4a702ad3d1851c3002b7b3deeb41848a48c211b5c7cd0f785b7592d73978d1647fe10015b878b6fe9fe7ea9dd4f746d0fb99753645562771fe340	F0119	0.05	2015-12-08-1		2015-12-11 11:40:10	complete		b142e44aa7c03c757abac0d1b8beb246ca46a79b3cffa758550ac6787ed6b7f2
1H5gETxPsxQ2Kxf6Vnmayw3AJXctZzdmau	L3134	04acd1c6081662135a83465a03b1551f968ec911fa81b8759db12e6ef4b2a29bd45cd5c28a61938feafbda7f20d60bbf04f575d782a7909e8a538961703b26db29	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		52e11d322c88539b120c05d298182b92a32fbd5337960bf7befc86f4339a87ac
1rGWGSUFA8dQuSXecCGeTWQfuPBu3zfaM	L3135	04eed41449265182555b24bf2f137ceb7b8b0f6a114e56e129f36b1a16fd5bdce14878d82071fde3545b4179a674284b453242a266aa739ea4b3308b24e9aef01a	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		7f8b780a30d0fd7e9be3da0182d3c6e1d124a50c17f9d4dcc9e9eaf27fb71c15
18B8PtJTRGFNy86pSxpiCinSP9M4gPdhf8	L3136	04c7340e5e921c6c732a059fcd063834a51c647c0a7ed7d8d0b5c33cb9879e0205e91f7d7452995dabfcce155d7204147f7aa7196f2e68cb15f749cb4d341faa5b	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		3d2155c94766a5c352169e416f0391cc6e752bcc29aa996c7f4a4613cd5326de
1DS8Qwx21wv2QDXVgDsbbSJJBrbPp4XpsW	L3137	04557b15784cd68ffe0d3b67d694b48fd9e5dbe3b9f18d8008984e5e1b70b2ef5bf465d5da6ce603edcc5a2079652de8263cb127a591c80c68bb1901ceb2db55f1	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		a961a47b6437d890e8469c500f45923257a2a6f996490ddad428c9d2fcf0b930
1DE31aXHPrvBcwsbhTYNfWEuA8SZN7jYK	L3138	0428f505b0fe8f68e19bfdb5212461b3958857655075e2687f52c391d90cb66a1fd4220fcf4e80d706f6625547f55c3326f2de1d980d7291782816082212f87a7c	F0119	2.0	2015-12-08-1		2015-12-11 11:40:10	complete		874773f459fc0999d91a2af51088a0bb79b8b174b3cfa317ba864eb9ca5ac361
1ofjJJ1UTsifbPLA5whzsctTXoyUQ3MyL	L3139	04f9cece1e15b0d4ca1454a98cb1affc251596e18a1d2a1e58fad3d4820e8dc47d59384551391a71ad9b46784fd887a5ce23aab4f6ddb9edeeceb0b6eb4f13f6d2	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		f6a143a3e0da0c28f33e745e5b4c17b2165e7b711692f936342a6229501cbcd8
1MDLVq7b9UGoKuzeo89JoTgwzwkM69wCo	L3140	04550ac5a329f1372e7260ca7c713b07733f770989c193bc1ba5685b914a0d469bf66e6c2d009851facc862ad2eed2a494a0956c10e26a822418cb5a0b0a90d4a3	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		a961a47b6437d890e8469c500f45923257a2a6f996490ddad428c9d2fcf0b930
13429YSYoCeMDYJYVr8dfXCrSkdqFe7cZ1	L3141	04708ac3ef2b910938620058cfef9f5568ff81a59cb3805dcd43e08a2b46ab13f976212c8c8e98bfa6246fbc40b7477d69d83322714841872d0359436303d26afe	F0119		2015-12-08-1		2015-12-11 11:40:10	sample		
18DX1sboU6xF2atpbRVDr7o2rmna3xxfdU	L3142	045c29b47deb15268b142a7f87e5dc6beb9c922b6debc21644c107d46c3a610e4063c26ff11179eb03802223ee05b1b824b5e530f311915ef342258e0ba43df58b	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		7d9e6cbe169e2e179aa20da6bb0ec903c92258304618bad13a8dd69d05dffd16
1NDTNMPdkxYNv5Ym9D2JaHNaaQ8oPX4PGB	L3143	0453a88a7b4a8e3f7a3a1605560fca78b6d4638bac9b6c27c0cdf586eeb4936e9bf2550a0ab0a82055dd166d9865df71cf72564e85a4afeb73fc205e1ab8250964	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		5f4726fd6b3ffe6ffc51fdf2f9f3acee8bf28cffb1f72b255547390e12fd1180
12Em3qxDwTVzkpiGiWKdVLVBaoLg75gZxb	L3144	0456b7ced036245e5322dbaea4dd663f405297117b3108f9a31f58f8cd2d270e7c87c5f418b0262cbe7429c68c7f97ea7110d835fbd3760f1567f72b0fb08ae08f	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		9a13f854333ed66d7bef5d14e3ae46787d4653f67c71cdc02e43c0fef7e2f24a
1MBtLy7Lyj86umkBJYX9NfCqxez9qYrhRE	L3145	04fda6d3ca3e4c38e291898a86e02570e428944fff18130ebe4ee150d3e5393b745e0f2d2a0354fc92fe133f888ca710e6c4673d01ef4010073ae4e7d158482ee1	F0119	1.0	2015-12-08-1		2015-12-11 11:40:10	complete		5967efd8970d5cb466c9327678a7e3e3b29f053fb34d9230c6d0e64d2458791e
17XiPzsdifquoCvyFzLVSGz6GzkQbw9J2o	L3146	04183a94c46fceb99ac6ce1ff721c3a8f3e90498d4f09355e71900edf89717e943435f145d098557525197a0cbc5f3eac24808941b29a129084c465faa105f0aa9	F0119	1.0	2015-12-08-1		2015-12-11 11:40:10	complete		5e5f8a849b00c7be3c91cee35f3f5d0201f3068fd5de31d912ec941d29e4865f
1MNCuhkWwFb6pU5BCESFrePJLdmkekkbzx	L3147	0456bc1f06182596a2722dce7775c00d9e0f0027c782ac9d641a46513b40ef2d94092282fa2773b694950ab6f8d36468eacf7012addf71fb02d01df9625d453d26	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		a961a47b6437d890e8469c500f45923257a2a6f996490ddad428c9d2fcf0b930
1MeHxPWAbhL6EhQBqQdCtFVpTSB3Y8HB9f	L3148	0419897f1e44d677e36f84a04a3c48b3c7a132256a6c170b93abdd34f473a24bf3509595aaa9b68dea4c2dd72966324955df1315a2be02d9ee06677103da0c0e68	F0119	0.38	2015-12-08-1		2015-12-11 11:40:10	complete		f0540f9a80c3d0817d128ba05378dd1d21ff7257ceb3ef7b03b1c49f7da109b9
16MooUTDQcjMGkM3ey67jikkpsBVhjyADi	L3149	04308c8befd9170be3490cd06941cce5055b2963fce008a15f5a388f8464241a69d74b030bec07242808e77a1e9e79e3cf4735b998a3da4769f2000dd0f05e2111	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		23ba579745ab44a36c4f55d52a7428d936f8a14b84f42ef6985949f0837dd426
133NvTJmxq2gfgiDCkK2frF4FUfWYRfAuH	L3150	04b454d2bce4d4c1e4fcf7a61e797b9716abd33af8a3791ee9a6160d4d72aac67e3ce4a79e0876e8f7672ee45dccddc71f7201cf6e48401afae969a7d763046c90	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		a961a47b6437d890e8469c500f45923257a2a6f996490ddad428c9d2fcf0b930
1NFnecRpXkeVRHo5EMkP87WvYASeozfE1u	L3151	041df34ea2b570541a673c604146a8e2a6810f8f4e7faf7c97ed5772564ae9a56095dc9c28dec2341987250afd5a82ff7e2b4ed851373a9b6f984651865bbcb58e	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		7f8b780a30d0fd7e9be3da0182d3c6e1d124a50c17f9d4dcc9e9eaf27fb71c15
1QAoSNEKdzcShRiXEiGJxvj6CVSByv558G	L3152	04cac62b613f6b644ab8baf1f290de4873dbac858a276a4475fdd60108d20418486843dac2b8823f2b4c0431d9a3b9099177aa9a5cb259e1b58095b73ece3c992e	F0119	0.5	2015-12-08-1		2015-12-11 11:40:10	complete		5b212a58acd2c72378dbd328c84f84c8b4f82311ddf28e139738d037c520ca9f
1AnYg48VAfe8rMqkZXKZcTRvwEd4xDGJR9	L3153	04d567c82cc19d6609e317ee74746f1ad1ecf708ba1b8115387928660a720ff1830d48b351c86998634078ff997d5e98d29c6faa99c23fb208d12b3ec50ab7a1ff	F0119	0.05	2015-12-08-1		2015-12-11 11:40:10	complete		b142e44aa7c03c757abac0d1b8beb246ca46a79b3cffa758550ac6787ed6b7f2
19YkpXi78GDVFhcE54FjD8pAShiWNJj8rx	L3154	04d1ae477f06c454ae9df164f5fcd53cb29051ba0d347cc4f73fb76e27b3787f5ab63f9dc537d73dd4aac936cce67fc8b33786bae5bada00fed887c8d636936699	F0119	0.1	2015-12-08-1		2015-12-11 11:40:10	complete		7f8b780a30d0fd7e9be3da0182d3c6e1d124a50c17f9d4dcc9e9eaf27fb71c15
1FpQNrcLqwP8fRKESv39RhLNgbW5fRtvfo	L3155	04fe2fc85e55baa6b3cec241474707362cb653d61f6b38632a577a965c4b7dc9e9cd580397a24dec188086f502ac18029e86e08bc4053a9cd69069bf1045feacf7	F0119	0.01	2015-12-08-1		2015-12-11 11:40:10	complete		a961a47b6437d890e8469c500f45923257a2a6f996490ddad428c9d2fcf0b930
